user_id,product_id,rating,interaction_type,timestamp,weight,final_weight,user_idx,product_idx
user_328,5486c2178fa39903a997a834f88c6fab,4,purchase,2023-04-28 21:00:00,1.0,0.8,159,13937
user_480,0beb894b4e634b6d86cb074fa10f926f,4,purchase,2023-07-27 13:00:00,1.0,0.8,374,8538
user_747,7f5f67fee80d57f7414c337253c0d4af,4,view,2023-07-27 12:00:00,0.3,0.24,818,12876
user_991,f8ac02e152b35eb0c4da8dec16fac60e,4,view,2023-08-31 13:00:00,0.3,0.24,135,4795
user_219,773af661fb9c778f031232e0ef7cde85,4,view,2023-07-27 11:00:00,0.3,0.24,405,16514
user_530,15bba5aa62ee932c45c47edb8a3f846c,4,add_to_cart,2023-07-26 22:00:00,0.7,0.5599999999999999,440,512
user_419,e6f4a6c89d6d5e00691cad57cf1ebb99,4,add_to_cart,2023-08-31 15:00:00,0.7,0.5599999999999999,751,19643
user_964,f7d65e5aaefcd208e2a80fd13801a992,4,view,2023-06-21 18:00:00,0.3,0.24,74,14258
user_872,a1f5627893e1b8315287bb102c60481b,4,view,2023-07-26 23:00:00,0.3,0.24,112,3066
user_140,941723c138792717aa69ddf32ac5319a,4,purchase,2023-10-26 23:00:00,1.0,0.8,886,6714
user_981,d195da8e3898b65a3919b4911c8e42d1,4,view,2023-10-27 01:00:00,0.3,0.24,855,3392
user_170,e54ace36bcee86c02a02c966cbce201f,4,view,2023-07-26 07:00:00,0.3,0.24,418,19535
user_572,cac6f979ec932cb0894832c21f727825,4,add_to_cart,2023-10-25 20:00:00,0.7,0.5599999999999999,737,6504
user_531,a8948061328ceef747c93cd922033316,4,wishlist,2023-08-31 08:00:00,0.5,0.4,273,18701
user_275,b5b357e197e7b2b406e17693a3cecaff,4,purchase,2023-04-29 17:00:00,1.0,0.8,734,19543
user_392,a6be956f26e4235de54326d7e7ba3c8d,4,view,2023-10-24 21:00:00,0.3,0.24,258,9224
user_722,df89d42054b3522fcf4154323622823d,4,add_to_cart,2023-06-22 18:00:00,0.7,0.5599999999999999,784,8474
user_282,41aa2d73a19f0c3438b3c77134696830,4,purchase,2023-07-25 13:00:00,1.0,0.8,887,93
user_9,db6c79a1d852944a89e157793f392d67,4,add_to_cart,2023-10-25 00:00:00,0.7,0.5599999999999999,242,3171
user_314,c9e5b00fabfbfe6408edb4f1557c0afe,4,view,2023-04-30 12:00:00,0.3,0.24,668,4581
user_833,bb51aa04f899c866021829ef58066d18,4,add_to_cart,2023-10-25 03:00:00,0.7,0.5599999999999999,888,11641
user_319,b7322b0c30d22513dfdbd5e23c908c65,4,view,2023-06-20 17:00:00,0.3,0.24,315,19653
user_573,ab5dcabb64aa1129d8d8a2b2fedf2470,4,add_to_cart,2023-07-28 14:00:00,0.7,0.5599999999999999,126,1108
user_170,307e4058cb936b7d3831a5110642a70b,4,purchase,2023-10-25 04:00:00,1.0,0.8,418,13409
user_774,b0229d4466ac60c7ba53c7ce9fabad7c,4,purchase,2023-08-31 01:00:00,1.0,0.8,747,18479
user_372,df7c3ab8c1f4760c65743518af039707,4,purchase,2023-04-30 07:00:00,1.0,0.8,393,17199
user_50,9326190c2fdd85d8997587038eacb938,4,wishlist,2023-08-31 03:00:00,0.5,0.4,889,13472
user_130,d9c71ee2ae43c5cbb3b348186b7c2ea8,4,view,2023-07-25 22:00:00,0.3,0.24,415,7958
user_958,c21e11c5fe6c750df3004244fc531c6e,4,add_to_cart,2023-10-25 07:00:00,0.7,0.5599999999999999,597,16690
user_999,c600a41e18ab861e91abe7993ce753d0,4,purchase,2023-09-01 13:00:00,1.0,0.8,172,2378
user_91,58d181ed3f68565e34c11556cb6c2e02,4,view,2023-10-25 08:00:00,0.3,0.24,509,1820
user_653,6cca4c9107cb8c7094e600932d1d7a2e,4,purchase,2023-06-22 11:00:00,1.0,0.8,890,1431
user_239,d78feb642114352a0f91a93dd365dfab,4,view,2023-06-21 00:00:00,0.3,0.24,891,12406
user_215,e3a14800b134a50eff38966e36912b7c,4,view,2023-06-22 10:00:00,0.3,0.24,673,7201
user_296,92623085c7b24eb223f2e22f6407a73b,4,purchase,2023-09-01 05:00:00,1.0,0.8,53,17706
user_28,5188dd28a627807407d93549580afb74,4,wishlist,2023-10-25 14:00:00,0.5,0.4,196,15086
user_434,1c351cce2ca494c59be6ac806bc2444c,4,view,2023-07-26 02:00:00,0.3,0.24,461,13295
user_96,9c72c8cf45ec9823cbca992cd34677e5,4,purchase,2023-10-25 17:00:00,1.0,0.8,892,12895
user_657,f9a743a65284d91999daa0650220ce94,4,view,2023-08-31 07:00:00,0.3,0.24,563,2822
user_436,8050d31bffe6827c804b8222338aafb2,4,add_to_cart,2023-07-26 05:00:00,0.7,0.5599999999999999,656,943
user_773,c35fcd401f4cb1b19a8f01c60d0f6360,4,purchase,2023-05-03 02:00:00,1.0,0.8,118,7498
user_540,48deb8a018aac874e72c7a581c62959e,4,view,2023-09-03 02:00:00,0.3,0.24,108,17895
user_943,8ae83aefb54de3b707b20867c4a28ee3,4,view,2023-05-07 17:00:00,0.3,0.24,19,11004
user_539,7d7c51be47fff9e46b7828b1959f7095,4,add_to_cart,2023-07-22 07:00:00,0.7,0.5599999999999999,893,19377
user_370,c74357705ba86ad40972036116561adc,4,purchase,2023-06-17 21:00:00,1.0,0.8,696,19708
user_568,f5e235efb5cb0638553bf243f523b930,4,view,2023-10-18 23:00:00,0.3,0.24,45,8874
user_216,b86b2d0db1291e0417e1200f90875cad,4,add_to_cart,2023-05-06 04:00:00,0.7,0.5599999999999999,97,14157
user_807,f89d8629301e9aeb157e422c44415a15,4,add_to_cart,2023-10-19 01:00:00,0.7,0.5599999999999999,877,18648
user_63,bf6d0e19dc1a38259296b2cb4ddee209,4,view,2023-05-06 01:00:00,0.3,0.24,15,3411
user_245,653312e07f9c40ddf550fa5028a0d340,4,wishlist,2023-10-19 03:00:00,0.5,0.4,851,12958
user_868,5a44555c77e97f536f10007c7ba40a88,4,view,2023-09-04 19:00:00,0.3,0.24,51,5204
user_995,bb02f9bc6b5d792436ea93b098b725a5,4,add_to_cart,2023-07-31 14:00:00,0.7,0.5599999999999999,764,1003
user_996,609b68fa0fab6ae36010cc67702400b7,4,wishlist,2023-06-25 02:00:00,0.5,0.4,607,9271
user_410,936b3689ba5997c87f63eeed21fba3a9,4,view,2023-05-05 22:00:00,0.3,0.24,294,2347
user_165,3f761ef4feb4a86a5606f80fc87d3be2,4,add_to_cart,2023-10-19 05:00:00,0.7,0.5599999999999999,180,7527
user_120,bf6ab539901cdb604f57dd1cc0469090,4,purchase,2023-10-19 06:00:00,1.0,0.8,581,7117
user_103,7dccab5293275d2a09ca22d0e749bb0c,4,purchase,2023-07-31 13:00:00,1.0,0.8,67,1944
user_47,29d7a1b4d4f658fc3082905f65e1b009,4,view,2023-05-06 12:00:00,0.3,0.24,894,14886
user_697,977fb89f84ee3eab0c9ed6dfb31e3ae1,4,view,2023-07-31 10:00:00,0.3,0.24,895,11416
user_648,2a9dd43ce37c80b52746448afb06bbce,4,add_to_cart,2023-06-18 02:00:00,0.7,0.5599999999999999,16,3234
user_581,099c3566c8e2c2ab47877bcee3ae4db4,4,view,2023-06-18 03:00:00,0.3,0.24,761,14917
user_778,06c4a369ec0de30dd825c776432c9618,4,view,2023-07-22 12:00:00,0.3,0.24,313,6875
user_605,4c449766e715bc41023244c9042e0a82,4,purchase,2023-09-04 09:00:00,1.0,0.8,91,6839
user_462,bcdc0e993907685c2f30c9f0d6eac6f2,4,add_to_cart,2023-06-25 00:00:00,0.7,0.5599999999999999,0,17135
user_871,a8c7735396fe92f92e7dc078d9bac049,4,view,2023-10-10 01:00:00,0.3,0.24,319,11400
user_890,56e0010eafaf47a769f9af5e62ff6595,4,view,2023-10-19 15:00:00,0.3,0.24,852,14526
user_174,11f06dffebf7edf9e15351834a190c2c,4,view,2023-10-19 17:00:00,0.3,0.24,348,19019
user_153,cc9412969fab14faba65c70e00fef4a8,4,purchase,2023-10-19 18:00:00,1.0,0.8,671,6383
user_667,d05694dec0caa4e2cb590484ef3f40c9,4,purchase,2023-07-22 15:00:00,1.0,0.8,608,11446
user_883,4e0251bd8491098ce9fd72f462f91f4c,4,view,2023-06-18 11:00:00,0.3,0.24,320,7902
user_554,d72e6f4997f6f41e714ad5653b70462b,4,purchase,2023-10-18 20:00:00,1.0,0.8,3,18502
user_644,4e94efd2a81eda314b98802536518e7e,4,purchase,2023-10-18 14:00:00,1.0,0.8,759,3785
user_372,c2a4d21c1cf97c4e3e8e28d365e2257a,4,purchase,2023-09-03 06:00:00,1.0,0.8,393,6015
user_620,344ff5b9f6ae8f820810ae9c8db4fa3a,4,add_to_cart,2023-06-17 10:00:00,0.7,0.5599999999999999,896,511
user_752,88894166380fea0ef00618c9fe64154c,4,purchase,2023-05-07 14:00:00,1.0,0.8,897,217
user_180,2aa68b3d0d93b43257a46946e26e73a2,4,wishlist,2023-10-17 20:00:00,0.5,0.4,337,1073
user_416,80350fd4d9cac3522e991cacaa15045e,4,view,2023-08-01 16:00:00,0.3,0.24,204,18063
user_401,23e42d3fba9c673ea0247df663165fb2,4,add_to_cart,2023-09-05 09:00:00,0.7,0.5599999999999999,898,19148
user_774,d2c4c4e0e19e1e9c6252536ff887035b,4,view,2023-09-05 08:00:00,0.3,0.24,747,13254
user_903,979098efbac1197a59d995c2f36e5dda,4,view,2023-05-07 08:00:00,0.3,0.24,489,4338
user_686,c37109f345c91d38fa4c16ace55cedb6,4,view,2023-07-21 14:00:00,0.3,0.24,65,11581
user_698,972b0888ce11763b1eb3b7cab9048a3c,4,view,2023-08-01 07:00:00,0.3,0.24,253,3647
user_316,c87e8a81334a3a321456d58a770c6d5d,4,view,2023-07-21 17:00:00,0.3,0.24,550,5316
user_677,3564ccf571dd718fe472af16201e161b,4,wishlist,2023-10-18 02:00:00,0.5,0.4,223,3373
user_407,072358bd77225180ae680205fed6c588,4,purchase,2023-05-07 03:00:00,1.0,0.8,35,7799
user_756,d1194e005ba3e64b3b509ccc370ef8a6,4,view,2023-05-07 02:00:00,0.3,0.24,335,19853
user_326,2a66ce7b242c662a3e283e9100bf7d7b,4,view,2023-10-18 03:00:00,0.3,0.24,601,12849
user_358,f1acad98e0d5a8ef5c505d972c4429c2,4,view,2023-09-04 20:00:00,0.3,0.24,655,16986
user_297,ef3add06534708c7bc9509cb54313f55,4,purchase,2023-08-01 02:00:00,1.0,0.8,821,13287
user_24,3392bec18091e72079486752da9f9b34,4,add_to_cart,2023-06-17 11:00:00,0.7,0.5599999999999999,90,16521
user_954,77f1d4a744ffbff66e816b71de17643c,4,add_to_cart,2023-06-17 13:00:00,0.7,0.5599999999999999,807,3294
user_235,780b6b9a7dd3c8691c02a327dcd2145d,4,view,2023-05-06 22:00:00,0.3,0.24,741,11550
user_874,4601f9c6399d680a27c1d21d0e34be8e,4,view,2023-08-01 00:00:00,0.3,0.24,11,17167
user_975,30738197e462c70bdf705eb9dfa9d5bf,4,wishlist,2023-09-05 02:00:00,0.5,0.4,846,3260
user_487,1610c6ceef452d647a4ba3309f1156da,4,purchase,2023-07-31 22:00:00,1.0,0.8,206,14864
user_343,ab515240ed33cae7c6ed7ddfe3f1b5b5,4,view,2023-09-05 01:00:00,0.3,0.24,470,14295
user_637,abd4482126e006bd6f3ce9825e9449bc,4,view,2023-07-31 19:00:00,0.3,0.24,899,10887
user_216,52597e29cd01c14a11319d766f31c4cf,4,view,2023-06-25 07:00:00,0.3,0.24,97,5020
user_208,d26413de226c8e04e5b92ad7440b4014,4,add_to_cart,2023-09-04 21:00:00,0.7,0.5599999999999999,795,2415
user_789,7c06ff3955fe877f82b2c93d5414d99a,4,add_to_cart,2023-05-06 15:00:00,0.7,0.5599999999999999,654,2279
user_834,68038921752e8fa2097162678c0b4932,4,view,2023-08-28 05:00:00,0.3,0.24,110,3709
user_148,c3b5130723f942d48f8068215d5afbed,4,purchase,2023-10-19 19:00:00,1.0,0.8,585,8280
user_81,e1d85b6fc79dfa0061833e432f461d1d,4,view,2023-10-19 20:00:00,0.3,0.24,429,6458
user_115,8bcdbee4e3eaef267faece934fef6a8a,4,purchase,2023-05-03 18:00:00,1.0,0.8,525,17759
user_632,2f05f2bd12fde9703100315a30999354,4,add_to_cart,2023-10-20 21:00:00,0.7,0.5599999999999999,331,4878
user_31,53a183cda2e019355c111adef4712261,4,view,2023-05-04 02:00:00,0.3,0.24,212,18596
user_926,10ea0e5628896d5666b965846d4ac019,4,view,2023-08-28 22:00:00,0.3,0.24,657,15040
user_506,1d2c25cb118c52784adb01991dc48d2b,4,add_to_cart,2023-07-23 16:00:00,0.7,0.5599999999999999,670,8209
user_129,c8910a49e35560587be746e9179d635e,4,view,2023-09-03 15:00:00,0.3,0.24,428,15986
user_232,396034adfa377939f9908960c67c501d,4,view,2023-09-03 14:00:00,0.3,0.24,570,11411
user_591,e9714c49af6cbda0022923106a6f8bea,4,add_to_cart,2023-07-23 18:00:00,0.7,0.5599999999999999,711,357
user_209,5efbd979394d88d3a0144e59c122f841,4,purchase,2023-06-24 05:00:00,1.0,0.8,900,15908
user_386,720eeae268f5b839fc1c2fc9e20b7536,4,add_to_cart,2023-07-23 19:00:00,0.7,0.5599999999999999,901,19664
user_310,cfdd862cd6a55c87af0263583cf1a887,4,add_to_cart,2023-07-23 20:00:00,0.7,0.5599999999999999,902,12274
user_743,66408e8b234013f9abc1a9866ae858b6,4,purchase,2023-07-29 21:00:00,1.0,0.8,903,15479
user_126,55f8b781897da84500b3836954841f93,4,wishlist,2023-05-03 20:00:00,0.5,0.4,495,12793
user_119,6600cf7a35571c71bbe22e3f88f5eebe,4,view,2023-10-21 04:00:00,0.3,0.24,904,3811
user_384,06352060bfe49a3b04d919008d68145d,4,view,2023-06-24 19:00:00,0.3,0.24,358,4119
user_484,f309bdd259c5b46a560bc1620e641947,4,purchase,2023-05-03 13:00:00,1.0,0.8,161,5830
user_628,3ce619b1f8b5723d7299667053a7dfc2,4,purchase,2023-10-21 13:00:00,1.0,0.8,905,9258
user_244,60e73b2c4ffb64940ec65e552c0d61a4,4,view,2023-10-21 15:00:00,0.3,0.24,704,13145
user_581,4de843dbb5f82984f7620fc6c9879d53,4,purchase,2023-08-29 05:00:00,1.0,0.8,761,5484
user_465,1c6df9f3983da243e1756e9578d8d4ab,4,wishlist,2023-06-19 09:00:00,0.5,0.4,561,18065
user_259,3dc18120361fb91f92297ccc97edf62b,4,purchase,2023-07-29 19:00:00,1.0,0.8,24,5185
user_644,ed80f5a8c111be83ac4be4a83b49da0f,4,view,2023-06-19 10:00:00,0.3,0.24,759,629
user_654,efecbe1382f118bdef050f15ae7a8c7b,4,purchase,2023-07-24 02:00:00,1.0,0.8,402,10065
user_335,b0465198f696e004f8cd1ee01fcb8458,4,add_to_cart,2023-10-21 22:00:00,0.7,0.5599999999999999,614,7772
user_382,d458d58ef3b3f172816e9660fd686bda,4,view,2023-08-29 09:00:00,0.3,0.24,659,18118
user_394,1953758f9c8e3c4e1946fe760146a8e1,4,wishlist,2023-05-03 06:00:00,0.5,0.4,59,13628
user_493,401b1ca6535ffba4aaa5657e0d7a4172,4,add_to_cart,2023-09-03 07:00:00,0.7,0.5599999999999999,680,16882
user_410,e1b0b34634a9caaba8e1858554e4fe81,4,view,2023-07-23 12:00:00,0.3,0.24,294,3063
user_587,ea5139cade8fd1b550637c39f52142bd,4,purchase,2023-07-30 00:00:00,1.0,0.8,41,5685
user_995,8dde9be5f9f49775cb6012e0bc7e6927,4,view,2023-08-28 21:00:00,0.3,0.24,764,3561
user_874,92c72db9487fc3b5d0a2dead52ddb0ec,4,view,2023-07-30 01:00:00,0.3,0.24,11,11368
user_585,12cbe37a080ab0e02c919d7cb52ff826,4,wishlist,2023-05-05 03:00:00,0.5,0.4,100,14746
user_954,09938f6078cbe8f32b2dd7194d01a36f,4,view,2023-07-22 21:00:00,0.3,0.24,807,5474
user_409,0906fd9cc604fbba05a502e01d763cd9,4,purchase,2023-10-19 22:00:00,1.0,0.8,330,18441
user_36,3fcb38871c8a95830918c04201e5db32,4,wishlist,2023-07-30 15:00:00,0.5,0.4,301,4476
user_168,f914241674eddf5375b88e8e3fcbb7a9,4,view,2023-07-30 11:00:00,0.3,0.24,853,1621
user_945,7e3d8e737aec8f1eca019302593c732e,4,purchase,2023-07-30 10:00:00,1.0,0.8,539,17727
user_25,81df469ae860d353404cc80b39eb3bdd,4,purchase,2023-10-19 23:00:00,1.0,0.8,491,14010
user_952,2d379ace775154ea00f3ec60a3c38b00,4,wishlist,2023-08-28 13:00:00,0.5,0.4,906,18059
user_542,81416592a97ca36bfb96032c66cad26a,4,purchase,2023-06-24 13:00:00,1.0,0.8,151,6828
user_644,009284ae09c611e3f8de01eaf5e96a53,4,wishlist,2023-05-04 20:00:00,0.5,0.4,759,6441
user_267,39b6f39265167f823ea105ce90b2310b,4,purchase,2023-05-04 19:00:00,1.0,0.8,517,7357
user_425,2395a1e22a85deb916aeaa38b8070000,4,view,2023-06-18 18:00:00,0.3,0.24,286,3968
user_263,fcb26a299df47362d7b61fa532cd39ff,4,view,2023-08-28 14:00:00,0.3,0.24,557,9367
user_289,44b8826b061031c3b6516d3e46dcb569,4,add_to_cart,2023-06-18 19:00:00,0.7,0.5599999999999999,364,19463
user_983,e664e63180303ea5f27656572bc62100,4,view,2023-08-28 19:00:00,0.3,0.24,794,2140
user_359,5847c8e9547dd50843f9d89886848ab9,4,purchase,2023-09-03 21:00:00,1.0,0.8,868,19912
user_321,f0ed090fac1d69b74c2391c78d966f32,4,add_to_cart,2023-05-04 13:00:00,0.7,0.5599999999999999,408,5230
user_107,7081639fb70495033d2dbb8612ea8518,4,view,2023-07-23 07:00:00,0.3,0.24,792,2602
user_139,b710229057fdab8d3a96b93bf6ffa344,4,add_to_cart,2023-05-04 12:00:00,0.7,0.5599999999999999,674,9534
user_2,63237f911417626168849445946ae8fb,4,add_to_cart,2023-10-20 02:00:00,0.7,0.5599999999999999,285,18566
user_904,2ee8b5a901b95baf562e1159efc4bc1d,4,add_to_cart,2023-10-20 12:00:00,0.7,0.5599999999999999,907,13065
user_878,2fac87a218d03318dba0d178daec5589,4,purchase,2023-07-23 09:00:00,1.0,0.8,658,11014
user_397,209ef6e2c3f91171704ba80f6515b5c8,4,view,2023-10-20 14:00:00,0.3,0.24,560,16232
user_741,65c1a36b6b8b76d011279294bfd2e1b3,4,purchase,2023-05-04 08:00:00,1.0,0.8,46,8688
user_514,367ccd729006337f3a43b5fc4a7d0c25,4,add_to_cart,2023-05-04 07:00:00,0.7,0.5599999999999999,113,2167
user_195,7977df9503bc07f1e6f7be9b686bf3dd,4,add_to_cart,2023-06-27 10:00:00,0.7,0.5599999999999999,454,17242
user_165,a8b04b8f1263a0a250dbae59a4182dd5,4,add_to_cart,2023-07-03 16:00:00,0.7,0.5599999999999999,180,10504
user_586,a03f293690867b5d9f90138c3a54da18,4,view,2023-09-07 17:00:00,0.3,0.24,636,2616
user_92,63209ec3837a02b930cecd50e47da110,4,add_to_cart,2023-08-21 09:00:00,0.7,0.5599999999999999,5,13597
user_689,bb167d208085fca4cd4043270c8ce598,4,wishlist,2023-05-29 13:00:00,0.5,0.4,630,13260
user_297,056f2fe6d71e96d3c713eb19fdd99ffb,4,purchase,2023-09-13 08:00:00,1.0,0.8,821,13995
user_811,d42113bfc693d8b2ac2ba52f7823f08b,4,add_to_cart,2023-05-29 11:00:00,0.7,0.5599999999999999,257,9230
user_874,b5bad5ec40a89d7b9f4c633d714b1abf,4,view,2023-08-21 02:00:00,0.3,0.24,11,4839
user_474,26d5d874c95fca1403aa6423ddd72dfb,4,wishlist,2023-08-21 04:00:00,0.5,0.4,806,6558
user_590,ae080d5435013c59461381982c2c7bf2,4,view,2023-09-24 17:00:00,0.3,0.24,277,4853
user_835,f753224fcea32e28bdef8521bcdc88d6,4,purchase,2023-07-01 10:00:00,1.0,0.8,908,19599
user_427,44e0f731295d04ba7e67d092bfc8193e,4,view,2023-05-29 05:00:00,0.3,0.24,909,861
user_558,f0924c10555f3d87d80eddff584144b9,4,add_to_cart,2023-08-21 05:00:00,0.7,0.5599999999999999,259,14085
user_73,07ee2d4022151dd3d17b10434155e219,4,view,2023-08-15 01:00:00,0.3,0.24,841,12397
user_427,2f05f2bd12fde9703100315a30999354,4,view,2023-09-24 21:00:00,0.3,0.24,909,4878
user_765,1d182f0bf14036d9b47814f00d5291f8,4,add_to_cart,2023-08-21 08:00:00,0.7,0.5599999999999999,624,7005
user_131,de131281d68b43d2a98b37bea698a244,4,view,2023-07-08 05:00:00,0.3,0.24,410,6492
user_883,8fc17467f7f06cc8c91c1467fda28fe6,4,purchase,2023-09-25 00:00:00,1.0,0.8,320,7754
user_468,0abfcbe0e17dd50c4cf5fb1d6037d514,4,purchase,2023-07-08 18:00:00,1.0,0.8,910,1144
user_50,dbb609d1b40fe4993edc90016943370e,4,wishlist,2023-07-08 06:00:00,0.5,0.4,889,18641
user_360,81155b0a88099d7bb5dbf8c491210ce4,4,view,2023-09-12 20:00:00,0.3,0.24,911,6175
user_787,f118d95617a39cfc1b91cfdfbcf69265,4,purchase,2023-08-21 10:00:00,1.0,0.8,760,18200
user_323,c152517b71ffa836438518e184f6b379,4,view,2023-05-28 21:00:00,0.3,0.24,369,7264
user_720,2731079f1b27cd115b2122f82b6583c8,4,view,2023-09-25 01:00:00,0.3,0.24,117,14560
user_950,12850f5230642deb551c6f79ab16852d,4,wishlist,2023-05-28 17:00:00,0.5,0.4,243,11379
user_94,2211f2bd8bf8f3ae746c908127797624,4,purchase,2023-07-08 10:00:00,1.0,0.8,414,2919
user_177,4c897f332afaaa753691de67a21c93fd,4,purchase,2023-08-14 17:00:00,1.0,0.8,565,7390
user_159,9089500f82f12acd1970ca97bb299613,4,view,2023-08-21 15:00:00,0.3,0.24,646,17941
user_676,7b008f655ffeecf1e2ca434b0369bb86,4,view,2023-07-08 14:00:00,0.3,0.24,276,2452
user_741,daf6cf39ae45a5d3e552c5d0935feacc,4,add_to_cart,2023-09-12 14:00:00,0.7,0.5599999999999999,46,11170
user_659,eaf55e90d0e4295cb84cb0276e78c35c,4,view,2023-09-25 05:00:00,0.3,0.24,375,18668
user_749,e53d6a48f0ec04ebc720252f646324c0,4,add_to_cart,2023-09-13 11:00:00,0.7,0.5599999999999999,347,3084
user_463,9b82f9fda383649724d9a8c222201c75,4,add_to_cart,2023-09-13 15:00:00,0.7,0.5599999999999999,800,16903
user_799,0fa9ed8d0456ba29f7fad53e96e3feb5,4,view,2023-06-08 17:00:00,0.3,0.24,912,15597
user_199,94ea2b4b8c2f54d1bd3450968f53d3c3,4,purchase,2023-07-08 00:00:00,1.0,0.8,913,9228
user_356,713246c6f1e3eb922a71cb9c2b597157,4,wishlist,2023-07-07 01:00:00,0.5,0.4,583,817
user_169,b337d32d10c1b5441f3df9e43b108b27,4,view,2023-08-20 13:00:00,0.3,0.24,914,17491
user_211,84f8da4ca9945d1edcfd5f0a8edc461a,4,wishlist,2023-08-20 14:00:00,0.5,0.4,342,15210
user_217,bb2cc671fd6809c19d1f1149874e7103,4,add_to_cart,2023-08-15 21:00:00,0.7,0.5599999999999999,343,7615
user_113,157da7e9e34a4c8c252f90dd664250ae,4,wishlist,2023-07-07 06:00:00,0.5,0.4,915,17786
user_315,22129c543472a193bc89c4499c531aa2,4,purchase,2023-07-07 07:00:00,1.0,0.8,220,17117
user_86,9b399b488a536719110e19b8e432ed79,4,purchase,2023-07-07 08:00:00,1.0,0.8,486,12635
user_768,d3962ed6d0588a67507121591c7dac9c,4,view,2023-05-30 22:00:00,0.3,0.24,916,2390
user_547,68cdbcd5dcbe02025d9539453bdacad4,4,purchase,2023-09-22 18:00:00,1.0,0.8,329,13817
user_541,62b7b43dc5beb28ea244f6213e6021d7,4,add_to_cart,2023-06-08 02:00:00,0.7,0.5599999999999999,87,14348
user_152,a58c54004bb050cefad8c3cdc970d10e,4,add_to_cart,2023-09-22 21:00:00,0.7,0.5599999999999999,386,10909
user_554,82a8a8f08139e6f1514d369bccd7832e,4,purchase,2023-09-23 06:00:00,1.0,0.8,3,6378
user_881,26a37e93134f89daebf9e0b609e7e1aa,4,wishlist,2023-09-23 08:00:00,0.5,0.4,391,17107
user_986,f5c6a1293b4ef22a6f9a92e4c94b8901,4,purchase,2023-05-30 16:00:00,1.0,0.8,392,7855
user_594,e272e07edca256bc47b4e8b45aeec6fb,4,purchase,2023-07-07 14:00:00,1.0,0.8,361,10633
user_779,0e0c2a11a06ca70410f244ffc7ef3cf5,4,view,2023-06-08 03:00:00,0.3,0.24,917,10521
user_902,0fa269ea4de3b019bffd781122ff115c,4,add_to_cart,2023-05-30 11:00:00,0.7,0.5599999999999999,918,3031
user_735,35ab10bf842f29f6df8fa48b83b189a5,4,view,2023-09-23 20:00:00,0.3,0.24,519,8050
user_693,d7010a72671211778f20090f828d6f97,4,wishlist,2023-09-14 03:00:00,0.5,0.4,862,1980
user_949,0bbae1fe21e19822347c4c220ebb9bf8,4,view,2023-09-24 03:00:00,0.3,0.24,484,9237
user_14,37d7ee11a4bd361f2d913a9036eb98e4,4,view,2023-05-30 02:00:00,0.3,0.24,66,6602
user_451,668c3c97a9552a0b161d03d16b5b4a95,4,wishlist,2023-05-29 23:00:00,0.5,0.4,55,9297
user_39,9a3d16e9377abe718e4c75241fc16ff9,4,view,2023-07-01 21:00:00,0.3,0.24,785,3672
user_692,4f4df9beefc601f3ad25666a2bfcb718,4,view,2023-08-20 19:00:00,0.3,0.24,801,3255
user_913,f9092af5674775a9d5d83ac33a041b00,4,view,2023-09-13 18:00:00,0.3,0.24,137,7777
user_646,df1793da78f97a22d139f11e232cdb15,4,view,2023-08-15 06:00:00,0.3,0.24,131,8799
user_339,f3c9154395506084db45406a90e8eca6,4,purchase,2023-08-20 22:00:00,1.0,0.8,598,18907
user_327,f3097c97f99bc50df8ea313ee6292b60,4,purchase,2023-08-14 13:00:00,1.0,0.8,575,19856
user_455,7a250395e31cf68365fdbafd095523bd,4,wishlist,2023-05-28 10:00:00,0.5,0.4,775,17482
user_589,2945557eb63ba47f27f62b3c5e303072,4,purchase,2023-05-14 21:00:00,1.0,0.8,338,15500
user_981,2294f01e941fab1461a825c185ed32ba,4,view,2023-06-10 14:00:00,0.3,0.24,855,591
user_148,2984e6bee675ee4540be707eab96829d,4,wishlist,2023-09-27 02:00:00,0.5,0.4,585,18495
user_881,b3456d8e45c4b1904919f5d8220350d6,4,add_to_cart,2023-09-27 03:00:00,0.7,0.5599999999999999,391,17877
user_35,e285a9c05be45dac77a97cd4d27ae60c,4,purchase,2023-05-26 20:00:00,1.0,0.8,773,3617
user_950,a4bd1b03a583a22b6c74596bc47590f0,4,purchase,2023-05-26 19:00:00,1.0,0.8,243,5756
user_155,31419c4412e509c4c09ddb75ebea45c5,4,view,2023-09-27 04:00:00,0.3,0.24,147,11906
user_399,96aa62e4d94e10c007cfb20b457e6aa5,4,view,2023-09-11 12:00:00,0.3,0.24,842,10555
user_90,f9b120e5476839a2d4c066b079e12be4,4,view,2023-09-11 09:00:00,0.3,0.24,599,6447
user_281,26d8d458084ef90d395d303eaeb71587,4,view,2023-05-26 14:00:00,0.3,0.24,190,5544
user_274,8116bd28bf74c5930426fd53a9b4d1cb,4,view,2023-07-09 11:00:00,0.3,0.24,837,7269
user_291,13d26a1ae5591b375a573144f3925de2,4,add_to_cart,2023-09-11 08:00:00,0.7,0.5599999999999999,7,3826
user_60,94438be16e10553ba915b91e89613984,4,add_to_cart,2023-06-10 13:00:00,0.7,0.5599999999999999,411,4397
user_78,9cd443dad2c8f354fd01869a57fdc171,4,purchase,2023-08-31 20:00:00,1.0,0.8,919,18068
